id,job_number,review_id,status,current_stage,initialized_by,initialized_date,completed_date,notes
1,11111,b7caf561-9eab-40df-84a5-e2b9a4640866,initialized,0,System,2025-10-17T16:09:24.404388,,Initialized with 1 files
